Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,ERR%,ERR_Level
2022-06-05,Twitter,#Comedy,Tweet,USA,424447,50456,76836,13951,33.27694623828181,Excellent
2022-10-01,TikTok,#Gaming,Shorts,Germany,3949831,495150,7915,2858,12.808725234066976,Excellent
2022-01-14,TikTok,#Fitness,Live Stream,India,4820393,44861,86973,46410,3.697706805233515,High
2023-12-19,TikTok,#Fashion,Reel,Canada,864256,437954,60063,46333,62.98481005627961,Excellent
2023-07-05,Instagram,#Comedy,Reel,Germany,1853392,232747,87334,27858,18.773092794184933,Excellent
2022-07-14,Twitter,#Challenge,Live Stream,Germany,4700334,65555,32126,13215,2.3593216992664776,Average
2023-09-30,TikTok,#Education,Video,Brazil,4412697,108323,25130,6295,3.166952093017037,Average
2022-08-30,Instagram,#Education,Live Stream,Brazil,340950,127995,30856,14353,50.80041061739258,Excellent
2023-03-10,TikTok,#Tech,Tweet,Japan,3763770,75074,87283,26590,5.020152666076832,High
2023-09-07,Twitter,#Viral,Live Stream,Australia,4250412,138828,47483,35614,5.221258550935768,High
2022-03-08,Twitter,#Tech,Reel,UK,1722013,357734,70729,37238,27.043988634232146,Excellent
2023-01-26,Twitter,#Comedy,Video,Brazil,1359747,471796,85070,14073,41.98861994179799,Excellent
2023-10-25,YouTube,#Comedy,Tweet,Germany,3205182,109645,57308,13223,5.621396850475262,High
2022-09-13,Instagram,#Education,Video,India,1333000,426321,26174,27048,35.97471867966991,Excellent
2023-12-03,Instagram,#Challenge,Post,UK,543708,19494,13359,8753,7.652269232749933,Excellent
2023-03-13,TikTok,#Fitness,Shorts,Australia,2337694,429342,49196,28304,21.681280783541386,Excellent
2022-05-16,TikTok,#Comedy,Shorts,Brazil,1423060,44643,79715,20950,10.210953859991848,Excellent
2023-11-27,TikTok,#Education,Tweet,Japan,2243003,67157,46609,10189,5.526296665675436,High
2022-01-23,YouTube,#Comedy,Post,India,567506,90799,30845,11229,23.413496949811986,Excellent
2023-04-11,YouTube,#Music,Post,Japan,1345248,10364,16629,34324,4.5580443159922925,High
2023-04-03,Instagram,#Dance,Video,Canada,567122,489613,6414,13429,89.83181749253248,Excellent
2023-12-05,Twitter,#Fitness,Video,UK,4719001,143216,93614,38476,5.833989015895525,High
2023-09-28,TikTok,#Gaming,Tweet,UK,1357286,485410,96395,177,42.87836167174788,Excellent
2023-06-24,Twitter,#Fashion,Tweet,India,2298278,202870,25710,3153,10.082896847117711,Excellent
2022-05-31,YouTube,#Fashion,Post,Brazil,2824208,151603,30104,8914,6.749538277633942,Excellent
2023-10-16,Twitter,#Gaming,Tweet,Germany,2517906,254149,3970,17586,10.949773343405194,Excellent
2022-03-23,TikTok,#Challenge,Tweet,Japan,1070510,29674,53802,4514,8.21944680572811,Excellent
2022-11-30,TikTok,#Comedy,Tweet,UK,3369227,130484,70848,12010,6.332075576979526,Excellent
2023-01-18,TikTok,#Fitness,Video,USA,2580238,118495,10621,34440,6.338795103397439,Excellent
2023-10-16,TikTok,#Comedy,Live Stream,Japan,1094116,301730,23651,29582,32.44290367748941,Excellent
2023-04-12,YouTube,#Music,Reel,UK,3107277,201634,7994,4367,6.886898078285264,Excellent
2022-05-07,Instagram,#Tech,Video,Canada,3502729,423463,33243,17585,13.540613618695593,Excellent
2022-09-18,YouTube,#Tech,Tweet,Brazil,3073848,306268,94923,45513,14.532403684242032,Excellent
2023-12-01,TikTok,#Comedy,Tweet,Japan,2092377,158177,72216,47525,13.28240560854951,Excellent
2023-08-20,YouTube,#Education,Post,USA,4530257,474798,91950,40024,13.393765519263034,Excellent
2022-10-20,TikTok,#Tech,Live Stream,Japan,4297874,462449,15517,44021,12.14523738946279,Excellent
2023-07-27,TikTok,#Comedy,Post,Australia,2847461,439633,17966,47276,17.730708164220687,Excellent
2022-09-21,Instagram,#Viral,Video,Canada,4096574,225112,53015,15291,7.162521658341824,Excellent
2023-02-27,Twitter,#Fitness,Reel,Brazil,3708615,239914,45200,8352,7.9130888485324045,Excellent
2022-02-03,TikTok,#Music,Reel,India,4047898,375210,72728,40390,12.063742712884563,Excellent
2022-10-18,Twitter,#Comedy,Reel,Brazil,2676484,97672,26461,49856,6.500655337375452,Excellent
2022-08-19,Instagram,#Education,Video,Canada,961039,320162,73066,32,40.9202956383664,Excellent
2023-07-21,Twitter,#Fashion,Tweet,Canada,3806052,336179,69578,32549,11.516027631782224,Excellent
2023-02-01,TikTok,#Viral,Tweet,Australia,2277888,10022,63720,49788,5.423005872106091,High
2023-11-30,Instagram,#Viral,Tweet,UK,3850711,419814,14656,45277,12.458660231837705,Excellent
2022-01-05,Twitter,#Tech,Shorts,Germany,1675122,177756,68407,36886,16.89721703852018,Excellent
2023-08-14,Instagram,#Music,Reel,Australia,423362,110690,51877,22816,43.7882946509134,Excellent
2022-07-16,Twitter,#Challenge,Shorts,Australia,2902262,99211,30845,37170,5.761919495896649,High
2023-08-22,YouTube,#Challenge,Post,Brazil,1670715,304208,67487,36984,24.46132344535124,Excellent
2023-02-16,YouTube,#Fitness,Tweet,Brazil,3577708,6650,74312,12776,2.6200573104345017,Average
2022-05-27,Twitter,#Comedy,Post,Australia,4157406,52815,89361,25431,4.0315283135686055,High
2022-09-08,TikTok,#Comedy,Post,Brazil,4955860,204064,19359,46500,5.446542073424189,High
2023-05-02,TikTok,#Tech,Post,USA,3562055,211324,22318,48831,7.930057228201138,Excellent
2022-12-29,YouTube,#Fashion,Post,Canada,4443444,329468,67869,13843,9.253632992786676,Excellent
2023-06-01,TikTok,#Comedy,Video,UK,377149,207589,13408,15058,62.58932146180952,Excellent
2023-03-22,YouTube,#Tech,Live Stream,USA,2711504,428947,52195,4775,17.92057101888841,Excellent
2022-11-11,YouTube,#Challenge,Live Stream,Australia,429918,121461,7858,29359,36.90889890630306,Excellent
2023-08-14,YouTube,#Gaming,Live Stream,Germany,4023574,127139,4948,42147,4.330329204831326,High
2023-05-03,TikTok,#Gaming,Tweet,Brazil,3106083,104414,65393,39972,6.753811794469112,Excellent
2022-05-17,Instagram,#Tech,Post,Brazil,3573199,332761,15013,41115,10.88349683294997,Excellent
2022-11-24,YouTube,#Education,Post,Brazil,1772657,333017,23933,28501,21.744251708029246,Excellent
2022-02-26,YouTube,#Gaming,Post,UK,3559212,54955,38056,8025,2.838718233136998,Average
2023-08-07,TikTok,#Education,Live Stream,Germany,147632,19332,644,49459,47.03248618185759,Excellent
2023-09-05,TikTok,#Dance,Video,Germany,4133077,402734,72073,18629,11.938708134399626,Excellent
2022-10-23,Twitter,#Challenge,Shorts,India,3128393,105546,30995,41182,5.68096783236633,High
2023-02-24,Instagram,#Music,Tweet,Australia,1568970,253002,46733,33534,21.241260189806052,Excellent
2023-04-23,Instagram,#Education,Live Stream,UK,464742,267582,36900,25379,70.9772303772846,Excellent
2023-09-21,TikTok,#Fitness,Video,Germany,2014353,461968,86514,36689,29.050072157164113,Excellent
2022-01-14,Instagram,#Dance,Tweet,UK,2177286,201616,27274,22357,11.539457838795638,Excellent
2022-06-20,TikTok,#Viral,Tweet,Germany,4338397,139678,73551,14788,5.255789177431203,High
2022-07-16,Instagram,#Gaming,Video,India,4659521,103924,29063,38288,3.6758070196485857,High
2022-03-17,YouTube,#Challenge,Tweet,Australia,2893640,20284,70366,14181,3.622807260059994,High
2023-09-03,TikTok,#Comedy,Post,Germany,2815469,426113,93461,42629,19.968360511161727,Excellent
2022-07-01,Instagram,#Viral,Tweet,USA,3031527,384860,45831,37574,15.446506001760829,Excellent
2022-03-24,Instagram,#Challenge,Tweet,Germany,4655360,225104,99715,47565,7.999037668408028,Excellent
2023-12-25,YouTube,#Viral,Post,Australia,1850613,125819,12927,41305,9.729262682149104,Excellent
2022-12-29,TikTok,#Gaming,Tweet,Germany,2210593,351628,3482,3706,16.231662725793488,Excellent
2022-04-17,Twitter,#Education,Tweet,Canada,2511011,219874,52071,723,10.858893091268817,Excellent
2023-09-24,Twitter,#Comedy,Reel,USA,4904231,448526,39996,15900,10.28544536340152,Excellent
2022-11-02,YouTube,#Tech,Tweet,Japan,630739,396267,48676,22034,74.03648735847949,Excellent
2022-06-23,TikTok,#Gaming,Tweet,India,1572385,2798,3479,39467,2.9092111664764038,Average
2023-04-23,Instagram,#Dance,Shorts,USA,871802,491525,45339,23004,64.21962785127816,Excellent
2023-01-20,YouTube,#Tech,Reel,USA,3044031,327478,80291,4748,13.55166882334641,Excellent
2022-11-05,Twitter,#Comedy,Live Stream,UK,3432762,386123,50354,18115,13.2427473853416,Excellent
2023-04-07,Twitter,#Tech,Reel,Germany,2145559,469691,78098,14666,26.214846573783333,Excellent
2022-03-10,Twitter,#Dance,Post,Australia,2064776,387203,7684,5608,19.396535023653897,Excellent
2023-04-18,Instagram,#Tech,Post,Japan,665740,389852,99285,3432,73.98819358908884,Excellent
2022-09-01,Instagram,#Fitness,Shorts,Japan,4582997,440332,73379,85,11.21091722294385,Excellent
2022-09-22,YouTube,#Education,Tweet,Germany,1392163,267737,59937,27304,25.49830731027904,Excellent
2023-11-16,YouTube,#Dance,Post,Australia,2183312,333767,32881,29602,18.14903229588808,Excellent
2022-06-04,Instagram,#Music,Shorts,Canada,2267018,137209,75303,31685,10.771727441070164,Excellent
2023-04-08,Twitter,#Viral,Tweet,Brazil,1513659,130934,94962,3519,15.156319884465391,Excellent
2022-06-02,Twitter,#Fashion,Live Stream,Australia,3267376,243498,80458,44516,11.277306315526587,Excellent
2023-04-21,TikTok,#Challenge,Shorts,USA,2127779,176918,38776,18345,10.999215614027584,Excellent
2022-02-18,Instagram,#Fashion,Live Stream,Canada,4151557,244562,87770,44396,9.074378600606952,Excellent
2022-03-25,Twitter,#Gaming,Reel,Germany,360483,165482,18721,24681,57.94558966719651,Excellent
2023-07-13,YouTube,#Challenge,Shorts,USA,4987250,423644,6076,26739,9.152518923254298,Excellent
2023-04-03,YouTube,#Challenge,Reel,Australia,2612254,196077,21722,26238,9.342008855187895,Excellent
2023-02-08,TikTok,#Fitness,Shorts,Germany,4968911,151416,16628,7048,3.523749972579505,High
2022-02-15,Twitter,#Education,Reel,India,2319248,419303,18861,44765,20.822654584589486,Excellent
2023-09-17,Instagram,#Challenge,Live Stream,Australia,901819,73906,1462,12876,9.78511209012008,Excellent
2023-01-14,Instagram,#Education,Live Stream,UK,1924813,188326,41895,37760,13.922443375018767,Excellent
2023-07-15,Twitter,#Fitness,Tweet,Germany,1779685,337898,22528,24827,21.64725780124011,Excellent
2023-10-16,Instagram,#Education,Live Stream,Canada,166638,52495,86474,5523,86.71011413963203,Excellent
2022-12-22,Twitter,#Education,Video,USA,4952299,149289,67652,13777,4.658805940432918,High
2022-02-11,Instagram,#Viral,Shorts,Brazil,908633,408446,85164,12149,55.66152671100433,Excellent
2022-04-13,YouTube,#Education,Video,Brazil,4687224,1635,16037,48614,1.4141846005226122,Average
2022-02-25,YouTube,#Comedy,Shorts,Australia,2758571,17789,36088,39138,3.3718544855289205,Average
2022-07-13,YouTube,#Dance,Tweet,Canada,3230389,297140,22102,29483,10.795139532731197,Excellent
2022-01-20,YouTube,#Tech,Tweet,UK,3448262,15538,92514,38006,4.2356990275100905,High
2022-12-26,TikTok,#Music,Live Stream,UK,3739590,227858,13222,41021,7.543634462601514,Excellent
2022-02-24,YouTube,#Music,Video,UK,2520922,74513,3987,22252,3.9966329779342633,High
2023-04-18,Twitter,#Education,Tweet,UK,2717191,301070,32071,43935,13.877419732363311,Excellent
2023-03-04,TikTok,#Gaming,Shorts,Japan,775716,249033,82258,37351,47.522804737816415,Excellent
2022-03-07,Instagram,#Education,Post,Brazil,446706,4264,75452,14816,21.16201707610822,Excellent
2022-09-01,Instagram,#Fitness,Live Stream,UK,951304,342048,65047,35490,46.524034378074724,Excellent
2023-10-05,Twitter,#Gaming,Tweet,UK,1181477,224611,22199,39231,24.21045860393389,Excellent
2023-10-20,Instagram,#Comedy,Tweet,UK,3592472,80185,16999,48101,4.044151213983018,High
2022-08-08,Instagram,#Challenge,Live Stream,Canada,3592674,160629,8445,9171,4.961346339801496,High
2022-04-19,Twitter,#Challenge,Live Stream,Germany,4528887,325301,55955,3060,8.485881851324619,Excellent
2022-01-12,YouTube,#Gaming,Post,India,1376828,271019,78128,31233,27.627270799257424,Excellent
2023-02-11,Instagram,#Education,Shorts,Australia,4686957,109616,68468,40709,4.668124755571686,High
2022-03-13,Twitter,#Viral,Video,Germany,1375455,425083,93721,18977,39.098407436084784,Excellent
2022-03-17,YouTube,#Fashion,Post,USA,830776,387748,35728,33010,54.94694117307193,Excellent
2022-02-18,YouTube,#Fitness,Tweet,Canada,2151293,496319,47342,12951,25.873370108116372,Excellent
2022-11-17,Instagram,#Viral,Video,Japan,2573525,244672,62989,24852,12.920527292332501,Excellent
2023-05-06,Instagram,#Music,Video,Germany,693490,271218,30947,20950,46.59259686513143,Excellent
2023-03-19,Instagram,#Gaming,Shorts,Germany,1190294,180949,16220,16017,17.910365002259944,Excellent
2022-06-24,Instagram,#Gaming,Video,Germany,1646518,98332,62494,12314,10.515524276078366,Excellent
2023-03-28,YouTube,#Comedy,Live Stream,Australia,3112756,321532,88462,11421,13.538324237428181,Excellent
2023-02-24,Twitter,#Viral,Reel,Japan,3255672,65898,18956,9970,2.912578416990409,Average
2022-10-30,YouTube,#Comedy,Reel,Canada,2440651,379826,54619,36689,19.30362022263732,Excellent
2022-09-06,Twitter,#Comedy,Tweet,Canada,1263815,1401,29795,76,2.4744127898466153,Average
2022-01-26,TikTok,#Fashion,Video,Canada,2815018,235401,12601,10518,9.18360024696112,Excellent
2023-02-04,TikTok,#Tech,Shorts,Canada,3868012,260982,45275,9713,8.168795753477497,Excellent
2023-07-28,YouTube,#Education,Tweet,India,4649706,330323,14225,34904,8.160774036035827,Excellent
2022-11-11,Twitter,#Viral,Post,Germany,1972112,80588,58508,27308,8.4378574847676,Excellent
2023-02-04,Twitter,#Gaming,Live Stream,Australia,3944256,25952,33400,41935,2.5679621201057943,Average
2023-11-29,TikTok,#Fitness,Reel,India,1742308,243400,13662,22362,16.037577741708127,Excellent
2022-04-03,Twitter,#Education,Post,India,3474219,495721,38652,41799,16.584216481459574,Excellent
2022-10-31,Instagram,#Gaming,Live Stream,India,3335657,417475,40236,4254,13.849295655998203,Excellent
2023-01-08,YouTube,#Fashion,Tweet,Australia,3571417,280029,10369,41918,9.304878147805198,Excellent
2023-11-30,YouTube,#Challenge,Shorts,Brazil,1120236,403893,40558,40713,43.30908844207828,Excellent
2023-04-16,TikTok,#Music,Tweet,Australia,1689148,349908,55192,27281,25.59757937137539,Excellent
2023-04-27,Twitter,#Tech,Live Stream,USA,2685855,480303,16618,3297,18.624162510634417,Excellent
2022-07-16,Instagram,#Education,Shorts,Canada,2388920,44750,78711,21652,6.074418565711703,Excellent
2023-07-09,Twitter,#Challenge,Reel,USA,1729498,434724,83274,21460,31.191594323902077,Excellent
2022-05-11,YouTube,#Music,Video,Germany,251467,155816,10165,11156,70.44144957390034,Excellent
2023-05-16,YouTube,#Gaming,Tweet,Japan,1300227,345159,23454,34160,30.97712937817781,Excellent
2023-09-30,YouTube,#Music,Shorts,USA,1073279,344065,98144,1905,41.37917540546307,Excellent
2023-11-16,Instagram,#Viral,Shorts,Brazil,3848863,404283,78130,41057,13.600639981210035,Excellent
2022-10-23,Twitter,#Music,Shorts,UK,266645,82375,992,5404,33.29182996118434,Excellent
2022-02-15,TikTok,#Viral,Video,UK,4574441,361896,98169,26574,10.638217871866749,Excellent
2023-02-08,Twitter,#Education,Video,Australia,4352106,308840,2844,35294,7.97264588684191,Excellent
2022-06-09,Instagram,#Dance,Shorts,India,1926503,103365,58675,33276,10.13836988574635,Excellent
2023-11-27,Instagram,#Challenge,Live Stream,UK,2167670,198784,96952,26902,14.88409213579558,Excellent
2022-05-11,Instagram,#Fashion,Video,Germany,1083140,309982,34255,33816,34.903428919622584,Excellent
2023-05-12,Instagram,#Fashion,Post,UK,4398342,308054,29831,3366,7.75862813760276,Excellent
2022-12-03,Twitter,#Fitness,Tweet,Australia,3684089,213042,71881,21008,8.304115345747618,Excellent
2022-12-15,Twitter,#Fitness,Post,USA,2524980,18862,77762,16925,4.497025719015596,High
2023-08-02,Twitter,#Challenge,Shorts,UK,3061168,14811,49603,11285,2.4728796328721585,Average
2022-01-03,Instagram,#Viral,Live Stream,UK,275149,149844,9065,35899,70.80091150612941,Excellent
2022-11-25,YouTube,#Tech,Tweet,India,4867109,249339,46801,20110,6.497697092873819,Excellent
2022-01-12,TikTok,#Fashion,Tweet,Australia,1123564,306470,76377,46344,38.199070101925656,Excellent
2022-12-22,TikTok,#Viral,Live Stream,Japan,3501632,326063,24819,11649,10.353201021695027,Excellent
2023-12-17,YouTube,#Comedy,Post,UK,4874267,432865,34178,19828,9.988599311445187,Excellent
2022-05-14,Instagram,#Challenge,Live Stream,USA,1137375,118437,23946,24358,14.660160457193097,Excellent
2022-06-29,YouTube,#Education,Live Stream,Germany,2623136,134723,43056,37987,8.225498029839093,Excellent
2023-09-27,YouTube,#Fitness,Live Stream,India,4473535,329945,58746,11543,8.946705457764386,Excellent
2023-12-05,Instagram,#Fashion,Video,UK,2984034,227827,65757,27104,10.746794440009731,Excellent
2023-06-01,Twitter,#Fitness,Reel,India,3033602,338637,28669,36429,13.308766278503246,Excellent
2022-03-01,Instagram,#Music,Shorts,Brazil,3683276,428789,65984,5073,13.570690874102292,Excellent
2022-09-16,Instagram,#Dance,Shorts,UK,2836012,183713,10028,21436,7.587309221540671,Excellent
2022-10-09,TikTok,#Dance,Video,UK,3099164,427255,17081,23481,15.094941732673714,Excellent
2023-07-08,Instagram,#Tech,Live Stream,UK,2682414,401508,59012,3275,17.290209490406774,Excellent
2022-02-12,TikTok,#Challenge,Post,Germany,2872586,304584,57452,40015,13.996134493449455,Excellent
2023-01-09,TikTok,#Music,Video,Japan,4174438,141088,4035,3107,3.5508971507062745,High
2023-08-23,YouTube,#Tech,Live Stream,USA,4086758,100333,31439,21971,3.761979544665967,High
2023-05-28,YouTube,#Fitness,Post,Australia,3574391,163649,27522,2558,5.419916287837564,High
2022-09-28,Instagram,#Dance,Post,USA,4533957,278567,60593,12923,7.765468441804807,Excellent
2023-03-10,YouTube,#Comedy,Post,Germany,3747425,488131,30145,34060,14.739080835507048,Excellent
2023-06-06,Instagram,#Gaming,Tweet,USA,1296124,435551,48934,49483,41.19729285160988,Excellent
2023-04-25,TikTok,#Tech,Video,UK,3754208,320167,58134,21693,10.65455084001739,Excellent
2023-09-09,TikTok,#Comedy,Tweet,Japan,4583841,449919,34524,19323,10.990040884925982,Excellent
2023-08-01,TikTok,#Viral,Video,Germany,2627566,173288,8666,35026,8.25783253398773,Excellent
2023-09-07,TikTok,#Dance,Post,Australia,797705,102013,63301,3932,21.21661516475389,Excellent
2023-01-11,TikTok,#Music,Tweet,Canada,3971254,118065,64239,29490,5.333176875616619,High
2022-09-25,YouTube,#Comedy,Post,Canada,4893326,383878,10656,9457,8.25595923917597,Excellent
2022-01-16,YouTube,#Challenge,Shorts,Brazil,4511253,111081,94452,24513,5.099381480045566,High
2022-12-13,Instagram,#Education,Tweet,Australia,3979197,313528,22858,39951,9.457611673913103,Excellent
2022-01-16,TikTok,#Comedy,Reel,UK,1172906,179308,12608,36429,19.468312038645895,Excellent
2022-08-09,Instagram,#Dance,Reel,UK,1576695,223136,3427,44738,17.20694236995741,Excellent
2022-06-26,Twitter,#Gaming,Live Stream,Canada,4906236,318280,73843,42534,8.859276235386965,Excellent
2023-01-05,Instagram,#Fashion,Live Stream,Canada,3419646,34941,95591,9327,4.089867781635877,High
2023-01-25,Twitter,#Education,Reel,UK,4962420,494185,59718,46178,12.092507284752198,Excellent
2022-05-18,YouTube,#Fashion,Video,Canada,2449590,214679,15511,10183,9.812784996672914,Excellent
2022-02-06,YouTube,#Comedy,Tweet,Australia,3800628,87112,16845,17649,3.1996291139253827,Average
2023-05-30,Twitter,#Challenge,Shorts,Japan,3829079,460489,8748,41683,13.343156409152174,Excellent
2023-01-16,YouTube,#Viral,Shorts,Germany,1201990,188063,58662,894,20.6007537500312,Excellent
2022-10-30,YouTube,#Gaming,Shorts,Brazil,1020876,129614,63924,20813,20.996771400248416,Excellent
